"regular","reason","component","id_reac"
"0","nosmiles","yellow crystals","US0393140729"
"0","nosmiles","crystals","US0393140730"
"0","nosmiles","gold crystals","US0393140731"
"0","nosmiles","yellow crystals","US0393140732"
"0","nosmiles","liquid","US0393140733"
"0","nosmiles","yellow crystals","US0393140734"
"0","nosmiles","crystals","US0393140735"
"0","nosmiles","off-white crystals","US0393140736"
"0","nosmiles","crystals","US0393140737"
"0","nosmiles","solid","US0393140738"
"0","nosmiles","yellow crystals","US0393140739"
"0","nosmiles","crystals","US0393140740"
"0","nosmiles","crystals","US0393140741"
"0","nosmiles","crystals","US0393140742"
"0","nosmiles","yellow crystals","US0393140743"
"0","nosmiles","crystals","US0393140744"
"0","nosmiles","crystals","US0393140745"
"0","nosmiles","yellow crystals","US0393140746"
"0","nosmiles","crystals","US0393140747"
"0","nosmiles","crystals","US0393140749"
"0","nosmiles","orange crystals","US0393140750"
"0","nosmiles","colorless crystals","US0393140752"
"0","nosmiles","yellow crystals","US0393140753"
"0","nosmiles","yellow crystals","US0393140754"
"0","nosmiles","colorless crystals","US0393140755"
"0","nosmiles","1,1-dichloro-3-[3(R)-vinyl-4(S)-piperidinyl]propan-2ε","US039311923"
"0","nosmiles","solution","US039311924"
"0","nosmiles","4,5-erythro-5-ethylquinuclidine-2ε-carboxaldehydes","US039311924"
"0","nosmiles","ice water","US039311924"
"0","nosmiles","solution","US039311925"
"0","nosmiles","1,1-dichloro-3-[3(R)-vinyl-4(S)-piperidinyl]propan-2ξ-ol hydrochlorides","US039311933"
"0","nosmiles","solution","US039311934"
"0","nosmiles","4,5-erythro-5-ethylquinuclidine-2ξ-carboxaldehydes","US039311934"
"0","nosmiles","ice water","US039311934"
"0","nosmiles","solution","US039311935"
"0","nosmiles","ice water","US039321671"
"0","nosmiles","( e )","US039321811"
"0","nosmiles","alphaolefin oxide","US039321811"
"0","nosmiles","POLYPHOSPHORIC ACID","US039322401"
"0","nosmiles","resultant mixture","US039323181"
"0","nosmiles","solution","US039323182"
"0","nosmiles","solution","US039323184"
"0","nosmiles","solution","US039323185"
"0","nosmiles","phenyl ester","US039323187"
"0","nosmiles","(C6H5)3P(CN)Cl","US039323188"
"0","nosmiles","polyisobutylene","US039323691"
"0","nosmiles","polyisobutylene","US039323691"
"0","nosmiles","liquid","US039323691"
"0","nosmiles","sodium 6-(1-aminocyclohexanecarboxamido)penicillanate","US039323861"
"0","nosmiles","t-butyl 4,6-dimethyl-pyrimidyl-2-thiolcarbonate","US039323752"
"0","nosmiles","thiolcarbonate","US039323752"
"0","nosmiles","benzhydroxy 4,6-dimethylpyrimidyl-2-thiolcarbonate","US039323753"
"0","nosmiles","acetone-25 ethanol","US039323902"
"0","nosmiles","sulfonamide","US039323801"
"0","nosmiles","resinous yellow product","US039323802"
"0","nosmiles","amine","US039323922"
"0","nosmiles","ice","US039323983"
"0","nosmiles","carboxylic acid","US039323931"
"0","nosmiles","anhydride","US039323931"
"0","nosmiles","3-ethoxythionocarbonylthiomethyl-7-amino-Δ3 cephem-4-carboxylic acid","US039323931"
"0","nosmiles","ferric chloride","US039324076"
"0","nosmiles","solid","US039324076"
"0","nosmiles","dimethyl acetal","US039324102"
"0","nosmiles","dimethyl acetal","US039324102"
"0","nosmiles","dimethyl acetal","US039324103"
"0","nosmiles","alcohol","US039324104"
"0","nosmiles","dimethyl acetal","US039324106"
"0","nosmiles","dimethyl acetal","US039324106"
"0","nosmiles","dimethyl acetal","US039324107"
"0","nosmiles","alcohol","US039324108"
"0","nosmiles","dimethyl acetal","US039324109"
"0","nosmiles","alcohol","US0393241010"
"0","nosmiles","dimethyl acetal","US0393241012"
"0","nosmiles","dimethyl acetal","US0393241012"
"0","nosmiles","alcohol","US0393241013"
"0","nosmiles","dimethyl acetal","US0393241015"
"0","nosmiles","dimethyl acetal","US0393241015"
"0","nosmiles","dimethyl acetal","US0393241016"
"0","nosmiles","alcohol","US0393241017"
"0","nosmiles","dimethyl acetal","US0393241019"
"0","nosmiles","dimethyl acetal","US0393241019"
"0","nosmiles","dimethyl acetal","US0393241020"
"0","nosmiles","alcohol","US0393241021"
"0","nosmiles","dimethyl acetal","US0393241023"
"0","nosmiles","dimethyl acetal","US0393241023"
"0","nosmiles","dimethyl acetal","US0393241024"
"0","nosmiles","alcohol","US0393241025"
"0","nosmiles","diethyl acetal","US0393241026"
"0","nosmiles","diethyl acetal","US0393241026"
"0","nosmiles","diethyl acetal","US0393241027"
"0","nosmiles","diethyl acetal","US0393241027"
"0","nosmiles","diethyl acetal","US0393241028"
"0","nosmiles","alcohol","US0393241029"
"0","nosmiles","diethyl acetal","US0393241030"
"0","nosmiles","diethyl acetal","US0393241030"
"0","nosmiles","diethyl acetal","US0393241031"
"0","nosmiles","diethyl acetal","US0393241031"
"0","nosmiles","diethyl acetal","US0393241032"
"0","nosmiles","alcohol","US0393241033"
"0","nosmiles","dimethyl acetal","US0393241035"
"0","nosmiles","dimethyl acetal","US0393241035"
"0","nosmiles","desired product","US0393241036"
"0","nosmiles","dimethyl acetal","US0393241036"
"0","nosmiles","alcohol","US0393241037"
"0","nosmiles","16.5","US039324031"
"0","nosmiles","11.1","US039324031"
"0","nosmiles","30.9","US039324031"
"0","nosmiles","N,N'-carbonyl diimidazole","US039324161"
"0","nosmiles","( d )","US039324161"
"0","nosmiles","6-n","US039324162"
"0","nosmiles","( d )","US039324164"
"0","nosmiles","( d )","US039324165"
"0","nosmiles","N,N'-Carbonyldiimidazole","US039324169"
"0","nosmiles","N,N'-carbonyldiimidazole","US0393241610"
"0","nosmiles","( d )","US0393241611"
"0","nosmiles","N,N'-carbonyldiimidazole","US0393241611"
"0","nosmiles","N,N' -carbonyldiimidazole","US0393241612"
"0","nosmiles","N,N'-carbonyldiimidazole","US0393241613"
"0","nosmiles","( d )","US0393241614"
"0","nosmiles","N,N'-Carbonyldiimidazole","US0393241616"
"0","nosmiles","N,N' -Carbonyldiimidazole","US0393241617"
"0","nosmiles","N,N'-carbonyldiimidazole","US0393241620"
"0","nosmiles","ice","US039324285"
"0","nosmiles","ice water","US039324464"
"0","nosmiles","34.5","US0393245210"
"0","nosmiles","( 5 )","US039324291"
"0","nosmiles","( 3 )","US039324291"
"0","nosmiles","( 4 )","US039324291"
"0","nosmiles","alkali metal hydride","US039324291"
"0","nosmiles","alkali metal alkoxide","US039324291"
"0","nosmiles","ice water","US039324293"
"0","nosmiles","ice water","US039324296"
"0","nosmiles","ferrous sulfate","US039324302"
"0","nosmiles","peroxide","US039324302"
"0","nosmiles","3,5-Dimethoxy propiophenone","US039324323"
"0","nosmiles","ketone","US039324323"
"0","nosmiles","alcohol","US039324323"
"0","nosmiles","diazonium salt","US039324324"
"0","nosmiles","25","US039324621"
"0","nosmiles","61.8","US039324622"
"0","nosmiles","45.2","US039324623"
"0","nosmiles","100","US039324623"
"0","nosmiles","57.5","US039324624"
"0","nosmiles","120","US039324624"
"0","nosmiles","ice","US039324663"
"0","nosmiles","ice","US039324711"
"0","nosmiles","2-carbalkoxy","US039324631"
"0","nosmiles","2-carbalkoxy","US039324633"
"0","nosmiles","pale yellow oil","US039324635"
"0","nosmiles","mixture","US039324639"
"0","nosmiles","product","US0393246311"
"0","nosmiles","product","US0393246312"
"0","nosmiles","alcohol","US0393246313"
"0","nosmiles","oil","US0393246314"
"0","nosmiles","viscous oil","US0393246315"
"0","nosmiles","viscous oil","US0393246316"
"0","nosmiles","viscous oil","US0393246317"
"0","nosmiles","product","US0393246318"
"0","nosmiles","2-carbalkoxy","US039324721"
"0","nosmiles","2-carbalkoxy","US039324723"
"0","nosmiles","pale yellow oil","US039324725"
"0","nosmiles","mixture","US039324729"
"0","nosmiles","product","US0393247212"
"0","nosmiles","oil","US0393247214"
"0","nosmiles","sulfonate","US0393247214"
"0","nosmiles","oil","US0393247215"
"0","nosmiles","carbonyl","US0393247218"
"0","nosmiles","alcohol","US0393247219"
"0","nosmiles","oil","US0393247220"
"0","nosmiles","oil","US0393247221"
"0","nosmiles","alcohol","US0393247225"
"0","nosmiles","p-chloro","US039324754"
"0","nosmiles","residue","US039324756"
"0","nosmiles","four","US039324756"
"0","nosmiles","chloroform-ether","US039324673"
"0","nosmiles","10.4","US039324673"
"0","nosmiles","13","US039324674"
"0","nosmiles","13.5","US039324675"
"0","nosmiles","4-(ethylene ketal)","US039324256"
"0","nosmiles","carbonyl","US039324256"
"0","nosmiles","alkylene glycol","US039324256"
"0","nosmiles","ice","US039324258"
"0","nosmiles","2,2-dimethyltrimethylene ketal(p)","US0393242510"
"0","nosmiles","2,2-dimethyltrimethylene ketal(q)","US0393242510"
"0","nosmiles","3',4'-dihydrospiro","US0393242511"
"0","nosmiles","5'-methyl-spiro(cyclohexane-1,2'-indan)-1',4-dione 4-ethylene ketal-[9]","US0393242512"
"0","nosmiles","5g","US0393242515"
"0","nosmiles","4g","US0393242516"
"0","nosmiles","ice","US0393242518"
"0","nosmiles","cyclohexane 1,2'-indan-4-ol methanesulfonate","US0393242518"
"0","nosmiles","amine","US0393242522"
"0","nosmiles","2,2-dimethyl-1,3-propanediol ketal","US0393242523"
"0","nosmiles","ice","US0393242524"
"0","nosmiles","ice water","US0393242524"
"0","nosmiles","2,2-dimethyl-1,3-propanediol ketal","US0393242525"
"0","nosmiles","ester","US039324841"
"0","nosmiles","mercuric acetate","US039324831"
"0","nosmiles","solid","US039324832"
"0","nosmiles","Grignard reagent","US039324834"
"0","nosmiles","trioxide","US039324962"
"0","nosmiles","ketone","US039324962"
"0","nosmiles","58","US039324966"
"0","nosmiles","anhydride","US039324317"
"0","nosmiles","potassium t-butylate","US039324318"
"0","nosmiles","3-methoxy-methoxy-thiophen-2-carbonamido","US039325033"
"0","nosmiles","3-methoxy-methoxy-thiophen-2-carbonamido","US039325033"
"0","nosmiles","2-methoxy-5-chlorobenzamido","US039325034"
"0","nosmiles","crude product","US039325035"
"0","nosmiles","glycolmonomethyl-ether","US039325035"
"0","nosmiles","2-methoxy-5-chlorobenzamido","US039325036"
"0","nosmiles","cyclohexyl mustard oil","US039325039"
"0","nosmiles","solution","US039325201"
"0","nosmiles","polypropylene glycol","US039325211"
"0","nosmiles","21","US039325211"
"0","nosmiles","100","US039325211"
"0","nosmiles","ice water","US039324871"
"0","nosmiles","ice water","US039324874"
"0","nosmiles","ice water","US039324875"
"0","nosmiles","ethyl ester","US039324876"
"0","nosmiles","methyl perfluoromethylsulfone","US039325261"
"0","nosmiles","fluoroalkylsulfonyl methane","US039325261"
"0","nosmiles","2-carbalkoxy","US039324791"
"0","nosmiles","2-carbalkoxy","US039324793"
"0","nosmiles","pale yellow oil","US039324795"
"0","nosmiles","( 12,020 )","US039324798"
"0","nosmiles","mixture","US0393247917"
"0","nosmiles","subject product","US0393247920"
"0","nosmiles","acid chloride","US0393247925"
"0","nosmiles","methyl and ethyl esters","US0393247926"
"0","nosmiles","acetylenic hydrogen","US0393247932"
"0","nosmiles","product","US0393247934"
"0","nosmiles","product","US0393247935"
"0","nosmiles","product","US0393247936"
"0","nosmiles","3-t-butoxy-4-cis-octenyl magnesium iodide","US0393247940"
"0","nosmiles","cyclopentenones","US0393247940"
"0","nosmiles","Grignard reagents","US0393247940"
"0","nosmiles","alkyl 9-oxo-15-t-butoxy-8ξ-prostanoates","US0393247940"
"0","nosmiles","prostenoates","US0393247940"
"0","nosmiles","3-t-butoxy-1-iodo-4-cis-octene","US0393247940"
"0","nosmiles","ice","US0393247944"
"0","nosmiles","colorless oil","US0393247946"
"0","nosmiles","crude product","US0393247948"
"0","nosmiles","ice water","US0393247949"
"0","nosmiles","hydrocarbon","US0393247952"
"0","nosmiles","atmosphere","US0393247952"
"0","nosmiles","hydrocarbon","US0393247953"
"0","nosmiles","atmosphere","US0393247953"
"0","nosmiles","ice","US0393247954"
"0","nosmiles","ice","US0393247955"
"0","nosmiles","solution","US0393247957"
"0","nosmiles","ice","US0393247964"
"0","nosmiles","ice","US0393247976"
"0","nosmiles","atmosphere","US0393247976"
"0","nosmiles","final mixture","US039325372"
"0","nosmiles","monochlorobutenes","US039325431"
"0","nosmiles","cupric acetate","US039325492"
"0","nosmiles","diol","US039325461"
"0","nosmiles","N-hydrochloric acid","US039326361"
"0","nosmiles","N-hydrochloric acid","US039326391"
"0","nosmiles","solution","US039326303"
"0","nosmiles","N-hydrochloric acid","US039326491"
"0","nosmiles","raw product","US039326581"
"0","nosmiles","3'-nitrobenzylidene-acetoacetic acid methyl ester","US039326451"
"0","nosmiles","acetic ester petroleum","US039326451"
"0","nosmiles","ice","US039326618"
"0","nosmiles","2-methoxy-benzyl","US039324654"
"0","nosmiles","2-methoxybenzyl","US039324656"
"0","nosmiles","1","US0393246524"
"0","nosmiles","tin-II-chloride","US0393246532"
"0","nosmiles","suspension","US0393246534"
"0","nosmiles","solution","US0393246534"
"0","nosmiles","10","US039334691"
"0","nosmiles","ice","US039334721"
"0","nosmiles","dilute aqueous solution","US039335081"
"0","nosmiles","aqueous solution","US039335081"
"0","nosmiles","Ag (NH3)2","US039335081"
"0","nosmiles","Ag NO3","US039335081"
"0","nosmiles","solution","US039335891"
"0","nosmiles","said solution","US039336811"
"0","nosmiles","complex","US039336812"
"0","nosmiles","solution","US039336812"
"0","nosmiles","(C2H5O)2C6H5Si(CH2)3O(CH2)3NH2","US039337291"
"0","nosmiles","(C2H5O)2CH3Si(CH2)3NH2","US039337291"
"0","nosmiles","12g","US039337351"
"0","nosmiles","solution","US039337351"
"0","nosmiles","products","US039337671"
"0","nosmiles","acid fluoride","US039337672"
"0","nosmiles","6.0","US039337833"
"0","nosmiles","alcohol","US039337931"
"0","nosmiles","5g","US039338051"
"0","nosmiles","aqueous solution","US039338111"
"0","nosmiles","( K )","US039337993"
"0","nosmiles","( K )","US039337994"
"0","nosmiles","( K )","US039337995"
"0","nosmiles","( K )","US039337996"
"0","nosmiles","N-sulphuric acid","US039337996"
"0","nosmiles","( K )","US039337997"
"0","nosmiles","( K )","US039337998"
"0","nosmiles","( K )","US039337999"
"0","nosmiles","159","US039338151"
"0","nosmiles","200","US039338151"
"0","nosmiles","62.4","US039338152"
"0","nosmiles","130","US039338152"
"0","nosmiles","100","US039338152"
"0","nosmiles","103","US039338131"
"0","nosmiles","pure product","US039338232"
"0","nosmiles","ice-salt","US039338202"
"0","nosmiles","ice-salt","US039338204"
"0","nosmiles","ice-salt","US039338207"
"0","nosmiles","ice-salt","US0393382011"
"0","nosmiles","Grignard reagent","US039338244"
"0","nosmiles","aqueous solution","US039338244"
"0","nosmiles","diazonium salt","US039338247"
"0","nosmiles","product","US039338301"
"0","nosmiles","product","US039337945"
"0","nosmiles","ice","US039337948"
"0","nosmiles","mercuric sulfate","US039337948"
"0","nosmiles","ice water","US039337948"
"0","nosmiles","aqueous solution","US039337949"
"0","nosmiles","mercuric acetate","US039337949"
"0","nosmiles","ice water","US039337949"
"0","nosmiles","ice","US0393379414"
"0","nosmiles","ice","US0393379415"
"0","nosmiles","176","US039337951"
"0","nosmiles","dimethyl acetal","US039338392"
"0","nosmiles","dimethyl acetal","US039338392"
"0","nosmiles","dimethyl acetal","US039338394"
