"source","target","role"
"US06232304B11","CS(=O)(=O)O.C=1C=CC2=C(C1)C(=NS2)N3CCN(CC3)CCC=4C=C5C(=CC4Cl)NC(=O)C5","product"
"US06232304B12","C=1C=CC2=C(C1)C(=NS2)N3CCN(CC3)CCC=4C=C5C(=CC4Cl)NC(=O)C5.S(=O)(=O)([O-])CC","product"
"US06232304B13","C=1C=CC2=C(C1)C(=NS2)N3CCN(CC3)CCC=4C=C5C(=CC4Cl)NC(=O)C5.C(=O)([O-])C(O)C(O)C(=O)[O-]","product"
"US06232296B11","COCCO[C@H]1[C@@H](O[C@@H]([C@H]1O)CO)N1C(=O)NC(=O)C(=C1)C","product"
"US06232305B11","N[C@H]1[C@H]2SC([C@@H](N2C1=O)C(=O)OC)(C)C","product"
"US06232306B11","NC1=NC(=NS1)/C(/C(=O)N[C@H]1[C@H]2SCC(=C(N2C1=O)C(=O)O)/C=C\1/C(N(CC1)[C@H]1CN(CC1)C(=O)OCC=1OC(OC1C)=O)=O)=N/O","product"
"US06232297B11","C(C#C)C1CCC(CC1)C(=O)O","product"
"US06232297B13","C(C)(=O)OC[C@H]1O[C@H]([C@@H]([C@@H]1OC(C)=O)OC(C)=O)N1C2=NC(=NC(=C2N=C1)Cl)I","product"
"US06232297B14","NC1=C2N=CN(C2=NC(=N1)I)[C@@H]1O[C@@H]([C@@H]([C@H]1O)O)CO","product"
"US06232297B15","NC1=C2N=CN(C2=NC(=N1)I)[C@@H]1O[C@H]([C@@H]2OC(O[C@@H]12)(C)C)C(=O)O","product"
"US06232297B16","NC1=C2N=CN(C2=NC(=N1)I)[C@H]1[C@@H]([C@@H]([C@H](O1)C(=O)O)O)O","product"
"US06232297B17","CCNC(=O)[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=C(N=C3N)C#CCC4CCC(CC4)C(=O)OC)O)O","product"
"US06232297B18","C(C)(=O)OCC1CCC(CC1)CC#C","product"
"US06232310B11","ClC1=CC(=C(C=C1)NC(C)=O)S(=O)(=O)CC#N","product"
"US06232310B12","ClC1=CC2=C(NC(=C(S2(=O)=O)C#N)C)C=C1","product"
"US06232310B13","NC1=C(C=CC(=C1)C(F)(F)F)SCC#N","product"
"US06232310B14","C(#N)CSC1=C(C=C(C=C1)C(F)(F)F)NC(C)=O","product"
"US06232310B16","C(#N)CS(=O)C1=C(C=C(C=C1)C(F)(F)F)NC(C)=O","product"
"US06232310B18","C1(=CC=CC=C1)C1=C(S(C2=C(N1)C=CC=C2)=O)C#N","product"
"US06232310B110","CC=1NC2=C(S(C1C#N)(=O)=O)C(=CS2)C","product"
"US06232310B111","C(#N)CSC1=C(C=C(C=C1)C(F)(F)F)NC(CCC)=O","product"
"US06232310B112","C(CC)C1=C(S(C2=C(N1)C=C(C=C2)C(F)(F)F)(=O)=O)C#N","product"
"US06232310B113","NC1=C(C=C(C=C1F)F)SCC#N","product"
"US06232310B114","C(#N)CSC1=C(C(=CC(=C1)F)F)NC(C)=O","product"
"US06232310B115","C(#N)CS(=O)(=O)C1=C(C(=CC(=C1)F)F)NC(C)=O","product"
"US06232310B116","FC1=CC(=CC2=C1NC(=C(S2(=O)=O)C#N)C)F","product"
"US06232310B117","NC1=C(C=C(C=C1)F)SCC#N","product"
"US06232310B118","C(#N)CSC1=C(C=CC(=C1)F)NC(C)=O","product"
"US06232310B119","C(#N)CS(=O)(=O)C1=C(C=CC(=C1)F)NC(C)=O","product"
"US06232310B120","FC1=CC2=C(NC(=C(S2(=O)=O)C#N)C)C=C1","product"
"US06232310B121","C(#N)CSC1=C(C=CC(=C1)OC)NC(C)=O","product"
"US06232310B122","CC1=C(S(C2=C(N1)C=CC(=C2)OC)(=O)=O)C#N","product"
"US06232310B123","NC1=C(C=CC(=C1)F)SCC#N","product"
"US06232310B124","C(#N)CSC1=C(C=C(C=C1)F)NC(C)=O","product"
"US06232310B125","FC=1C=CC2=C(NC(=C(S2(=O)=O)C#N)C)C1","product"
"US06232314B11","ClC1=CC=C(C=C1)C(C(C)N1CCNCC1)=O","product"
"US06232314B12","ClC1=CC=C(C=C1)C(CN1CCNCC1)=O","product"
"US06232314B13","ClC1=CC=C(C=C1)C(CCN1CCNCC1)=O","product"
"US06232314B15","CC(C)(C)C=1C=C(C=C(C1O)C)CN1CCNCC1","product"
"US06232314B16","OC1=C(C=C(C=C1C)CN1CCNCC1)C","product"
"US06232314B17","C(C)(=O)OC1=C(C(=C(C=C1C)OCCBr)C)C","product"
"US06232316B12","CN(C(C)C\C=C\C=1C=NC=C(C1)OC(C)C)C(=O)OC(C)(C)C","product"
"US06232316B13","CN1CC(=CC(=C1)OC)/C=C/CC(C)O","product"
"US06232316B14","C1(=CC=C(C=C1)S(=O)(=O)OC(C)C\C=C\C=1CN(C=C(C1)OC)C)C","product"
"US06232316B15","N1=CC(=CC=C1)/C=C/CC(C)O","product"
"US06232316B16","C1(=CC=C(C=C1)S(=O)(=O)OC(C)C\C=C\C=1C=NC=CC1)C","product"
"US06232316B17","CNC(C)C\C=C\C=1C=NC=CC1","product"
"US06232316B18","O=C([C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O)O.CNC(C)C\C=C\C=1C=NC=CC1.CNC(C)C\C=C\C=1C=NC=CC1","product"
"US06232316B19","N1=CC(=CC=C1)/C=C/C[C@H](C)O","product"
"US06232316B110","C1(=CC=C(C=C1)S(=O)(=O)O[C@@H](C)C\C=C\C=1C=NC=CC1)C","product"
"US06232316B111","CN[C@H](C)C\C=C\C=1C=NC=CC1","product"
"US06232316B112","O=C([C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O)O.CN[C@H](C)C\C=C\C=1C=NC=CC1.CN[C@H](C)C\C=C\C=1C=NC=CC1","product"
"US06232316B113","N1=CC(=CC=C1)/C=C/C[C@@H](C)O","product"
"US06232316B114","C1(=CC=C(C=C1)S(=O)(=O)O[C@H](C)C\C=C\C=1C=NC=CC1)C","product"
"US06232316B115","CN[C@@H](C)C\C=C\C=1C=NC=CC1","product"
"US06232316B116","O=C([C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O)O.CN[C@@H](C)C\C=C\C=1C=NC=CC1.CN[C@@H](C)C\C=C\C=1C=NC=CC1","product"
"US06232316B117","C1(=CC=C(C=C1)S(=O)(=O)OC(C)CC=C)C","product"
"US06232316B118","CN(C(C)CC=C)C(=O)OC(C)(C)C","product"
"US06232316B119","BrC=1C=C(C=NC1)OC(C)C","product"
"US06232316B120","BrC=1C=C(C=NC1)OC(C)C","product"
"US06232316B121","CN(C(C)C\C=C\C=1C=NC=C(C1)OC(C)C)C(=O)OC(C)(C)C","product"
"US06232316B122","O=C([C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O)O.CNC(C)C\C=C\C=1C=NC=C(C1)OC(C)C.CNC(C)C\C=C\C=1C=NC=C(C1)OC(C)C","product"
"US06232316B123","C(C)(C)OC=1C=C(C=NC1)/C=C/C[C@H](C)O","product"
"US06232316B124","C1(=CC=C(C=C1)S(=O)(=O)O[C@@H](C)C\C=C\C=1C=NC=C(C1)OC(C)C)C","product"
"US06232316B125","CN[C@H](C)C\C=C\C=1C=NC=C(C1)OC(C)C","product"
"US06232316B126","O=C([C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O)O.CN[C@H](C)C\C=C\C=1C=NC=C(C1)OC(C)C.CN[C@H](C)C\C=C\C=1C=NC=C(C1)OC(C)C","product"
"US06232316B127","C(C)(C)OC=1C=C(C=NC1)/C=C/C[C@@H](C)O","product"
"US06232316B128","C1(=CC=C(C=C1)S(=O)(=O)O[C@H](C)C\C=C\C=1C=NC=C(C1)OC(C)C)C","product"
"US06232316B129","CN[C@@H](C)C\C=C\C=1C=NC=C(C1)OC(C)C","product"
"US06232316B130","O=C([C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O)O.CN[C@@H](C)C\C=C\C=1C=NC=C(C1)OC(C)C.CN[C@@H](C)C\C=C\C=1C=NC=C(C1)OC(C)C","product"
"US06232316B131","C1(=CC=C(C=C1)S(=O)(=O)OC(C)C\C=C\C=1C=NC=C(C1)Br)C","product"
"US06232316B132","BrC=1C=C(C=NC1)OC","product"
"US06232316B133","COC=1C=C(C=NC1)/C=C/CC(C)O","product"
"US06232316B134","C1(=CC=C(C=C1)S(=O)(=O)OC(C)C\C=C\C=1C=NC=C(C1)OC)C","product"
"US06232316B135","CNC(C)C\C=C\C=1C=NC=C(C1)OC","product"
"US06232316B136","O=C([C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O)O.CNC(C)C\C=C\C=1C=NC=C(C1)OC.CNC(C)C\C=C\C=1C=NC=C(C1)OC","product"
"US06232316B137","BrC=1C=C(C=NC1)OCC","product"
"US06232316B138","CN(C(C)C\C=C\C=1C=NC=C(C1)OCC)C(=O)OC(C)(C)C","product"
"US06232316B139","CNC(C)C\C=C\C=1C=NC=C(C1)OCC","product"
"US06232316B140","O=C([C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O)O.CNC(C)C\C=C\C=1C=NC=C(C1)OCC.CNC(C)C\C=C\C=1C=NC=C(C1)OCC","product"
"US06232316B141","CN(C(C)C\C=C\C=1C=NC(=C(C1)C)N)C(=O)OC(C)(C)C","product"
"US06232316B142","CNC(C)C\C=C\C=1C=NC(=C(C1)C)N","product"
"US06232316B143","O=C([C@H](O)[C@@H](O)[C@@H](O)[C@H](O)C(=O)O)O.CNC(C)C\C=C\C=1C=NC=NC1.CNC(C)C\C=C\C=1C=NC=NC1","product"
"US06232312B13","CC=1CC2=CC(=CC=C2C1CC(=O)OC)C","product"
"US06232312B14","COC=1C=C2C(=C(C(C2=CC1)=CC1=CC=C(C=C1)S(=O)C)C)CC(=O)O","product"
"US06232312B15","OC1(C(=CC2=CC=C(C=C12)[N+](=O)[O-])C)CC(=O)OC","product"
"US06232312B16","FC=1C=C(C=C(C(=O)O)C)C=CC1F","product"
"US06232312B17","FC=1C=C(CC(C(=O)O)C)C=CC1F","product"
"US06232312B18","FC=1C=C2C(=C(C(C2=CC1F)=CC1=CC=C(C=C1)S(=O)C)C)CC(=O)O","product"
"US06232312B19","FC=1C=C(C=O)C=CC1F","product"
"US06232312B110","CC=1C=C(C=O)C=CC1C","product"
"US06232312B111","SC1=CC=C(C=O)C=C1","product"
"US06232312B113","FC=1C=C(CC(C(=O)O)C)C=CC1OC","product"
"US06232312B114","FC1=C(C=C2C(=C(C(C2=C1)=CC1=CC=C(C=C1)S(=O)C)C)CC(=O)O)OC","product"
"US06232312B115","FC1=CC=C(C=C(C(=O)O)C)C=C1","product"
"US06232312B118","FC1=C(C=C(C(=O)O)C)C=CC(=C1)F","product"
"US06232312B119","FC1=C(CC(C(=O)O)C)C=CC(=C1)F","product"
"US06232312B120","FC=1C=C2C(=C(C(C2=CC1)=CC1=CC=C(C=C1)S(=O)C)C)CC(=O)[O-].[Na+]","product"
"US06232312B121","N(C1=CC=CC=C1)C1=NC=NC=2C(=NC=NC21)NC2=CC=CC=C2","product"
"US06232323B11","C(C)(C)(C)OC(=O)NCCBr","product"
"US06232313B11","ClC1=CC=C2C(=C(C(=NC2=C1)C(=O)OC)C(=O)OC)O","product"
"US06232313B13","ClC=1C=CC=2C(C3=C(NC2C1)C(=NN(C3=O)CCN3C(C=1C(C3=O)=CC=CC1)=O)O)=O","product"
"US06232313B14","ClC=1C=CC=2C(C3=C(NC2C1)C(N(NC3=O)C3=CC=CC=C3)O)=O","product"
"US06232313B15","ClC=1C=CC=2C(C3=C(NC2C1)C(N(N=C3O)C3=CC=C(C=C3)OC)=O)=O","product"
"US06232313B16","ClC=1C=CC=2C(C3=C(NC2C1)C(N(N=C3O)C3=CC=C(C=C3)OC)=O)=O","product"
"US06232313B17","ClC=1C=CC=2C(C3=C(NC2C1)C(N(N=C3O)C3=CC=C(C=C3)O)=O)=O","product"
"US06232313B18","ClC=1C=CC=2C(C3=C(NC2C1)C(=NN(C3=O)C3=CC=C(C=C3)O)O)=O","product"
"US06232313B19","OC1=NN(C(C2=C1NC=1C=CC(=CC1C2=O)[N+](=O)[O-])=O)C2=CC=CC=C2","product"
"US06232313B110","OC1=NN(C(C2=C1NC=1C=CC(=CC1C2=O)[N+](=O)[O-])=O)C2=CC=CC=C2","product"
"US06232313B111","C(C1=CC=CC=C1)N1N=C(C=2NC=3C=C(C=CC3C(C2C1=O)=O)Cl)O","product"
"US06232313B113","ClC=1C=CC=2C(C3=C(NC2C1)C(N(N=C3O)C3=CC=C(C=C3)Cl)=O)=O","product"
"US06232313B114","ClC=1C=CC=2C(C3=C(NC2C1)C(N(N=C3O)C3=CC=C(C=C3)Cl)=O)=O","product"
"US06232313B115","ClC=1C=CC=2C(C3=C(NC2C1)C(N(N=C3O)C3=CC=C(C=C3)C)=O)=O","product"
"US06232313B116","ClC=1C=CC=2C(C3=C(NC2C1)C(N(N=C3O)C3=CC=C(C=C3)C)=O)=O","product"
"US06232313B117","ClC=1C=CC=2C(C3=C(NC2C1)C(N(N=C3O)C3=CC=C(C=C3)C(C)C)=O)=O","product"
"US06232313B120","ClC=1C=CC=2C(C3=C(NC2C1)C(N(N=C3O)C3=CC=CC1=CC=CC=C31)=O)=O","product"
"US06232313B121","ClC=1C=CC=2C(C3=C(NC2C1)C(N(N=C3O)C3=CC=C(C=C3)F)=O)=O","product"
"US06232313B122","ClC=1C=CC=2C(C3=C(NC2C1)C(N(N=C3O)C3=CC=C(C=C3)F)=O)=O","product"
"US06232313B123","BrC1=CC=C(C=C1)N1N=C(C2=C(NC=3C=C(C=CC3C2=O)Cl)C1=O)O","product"
"US06232313B124","ClC=1C=CC=2C(C3=C(NC2C1)C(N(N=C3O)C3=C(C=CC=C3)OC)=O)=O","product"
"US06232313B125","C(=O)(OC)C=1C(=NC2=CC(=CC=C2C1O)Cl)C(=O)Cl","product"
"US06232313B126","CNC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.ClC=1C=CC=2C(C3=C(NC2C1)C(=NN(C3=O)C3=C(C=C(C=C3)OC)C)O)=O","product"
"US06232313B127","ClC=1C=CC=2C(C3=C(NC2C1)C(=NN(C3=O)C3=CC(=C(C=C3)O)O)O)=O","product"
"US06232313B129","ClC=1C=CC=2C(C3=C(NC2C1)C(=NN(C3=O)CCSC)O)=O","product"
"US06232313B130","OCC[N+](C)(C)C.ClC=1C=CC=2C(C3=C(NC2C1)C(=NN(C3=O)C3=C(C=C(C=C3)OC)C)O)=O","product"
"US06232313B132","ClC=1C=CC=2C(C3=C(NC2C1)C(=NN(C3=O)C3=C(C=C(C=C3)O)C)O)=O","product"
"US06232318B11","C(C1=CC=CC=C1)N1C(N(C(C(=C1)C)=O)CCCBr)=O","product"
"US06232318B12","C(C1=CC=CC=C1)N1C(N(C(C(=C1)C)=O)CCCN1CCC(CC1)C1=CC=C(C=C1)F)=O","product"
"US06232318B13","C(C)(C)(C)OC(=O)NCCCN1C(N(C=C(C1=O)C)CC1=CC=CC=C1)=O","product"
"US06232318B15","FC1=CC(=C(C=C1)N1CCC(CC1)NCCCN1C(NC=C(C1=O)C)=O)OC","product"
"US06232318B16","C(C1=CC=CC=C1)N1C(NC(C(=C1)Br)=O)=O","product"
"US06232318B17","C(C)(C)(C)OC(=O)NCCCN1C(N(C=C(C1=O)Br)CC1=CC=CC=C1)=O","product"
"US06232318B18","C(C)(C)(C)OC(=O)NCCCN1C(N(C=C(C1=O)C1=CC=CC=C1)CC1=CC=CC=C1)=O","product"
"US06232307B11","C(#N)C1=CNC2=CC=CC=C12","product"
"US06232307B12","C(C1=CC=CC=C1)OC=1C=C2C(=C(N(C2=CC1)CC1=CC=C(C=C1)OCCN1CCCCC1)C1=CC(=CC=C1)OCC1=CC=CC=C1)C","product"
"US06232307B15","ClCCCOC1=CC=C(CO)C=C1","product"
"US06232307B110","C(C)OC(COC1=C(C=C(C=C1)C=O)OC)=O","product"
"US06232327B11","FC1=CC=C(CN2C=CC3=CC=CC=C23)C=C1","product"
"US06232327B12","N1=CC=C(C=C1)NC(C(=O)C1=CN(C2=CC=CC=C12)CC1=CC=C(C=C1)F)=O","product"
"US06232327B13","N1=CC=C(C=C1)NC(C(=O)C1=CNC2=CC=CC=C12)=O","product"
"US06232329B11","ClC=1C=NN(C1)CCCCN1CCC(CC1)(C1=CC=CC=C1)O","product"
"US06232329B12","C1(=CC=CC=C1)C=1CCN(CC1)CCCCN1C=CC2=CC=CC=C12","product"
"US06232329B13","ClC=1C=NN(C1)CCCN1CCC(=CC1)C1=CC=CC=C1","product"
"US06232329B14","C1(=CC=CC=C1)C=1CCN(CC1)CCCCN1C=NC2=C1C=CC=C2","product"
"US06232329B16","C1(=CC=CC=C1)C=1CCN(CC1)CCCCN1N=CC=C1","product"
"US06232329B17","Cl.ClC=1N=C(N(C1Cl)CCCCN1CCC(=CC1)C1=CC=CC=C1)C","product"
"US06232290B11","BrCCCCCCOC1=CC=C(C(=O)OC)C=C1","product"
"US06232290B12","COCCCCCCOC1=CC=C(C(=O)OC)C=C1","product"
"US06232290B13","COCCCCCCOC1=CC=C(C(=O)NN)C=C1","product"
"US06232290B14","COCCCCCCOC1=CC=C(C(=O)NNC(C2=CC=C(C=C2)C(=O)OC)=O)C=C1","product"
"US06232290B15","COCCCCCCOC1=CC=C(C=C1)C1=NN=C(S1)C1=CC=C(C(=O)OC)C=C1","product"
"US06232290B16","COCCCCCCOC1=CC=C(C=C1)C1=NN=C(S1)C1=CC=C(C(=O)O)C=C1","product"
"US06232290B17","N1(N=NC2=C1C=CC=C2)OC(C2=CC=C(C=C2)C=2SC(=NN2)C2=CC=C(C=C2)OCCCCCCOC)=O","product"
"US06232290B18","COC(C1=CC(=CC=C1)OCCCCC)=O","product"
"US06232290B19","C(CCCC)OC=1C=C(C(=O)O)C=CC1","product"
"US06232290B110","C(CCC)OC1=CC=C(C(=O)NNC(=S)N)C=C1","product"
"US06232290B111","NC=1SC(=NN1)C1=CC=C(C=C1)OCCCC","product"
"US06232290B112","C(CCC)OC1=CC=C(C=C1)C1=NN2C(S1)=NC(=C2)C2=CC=C(C(=O)O)C=C2","product"
"US06232290B113","OC1=CC=C(C=C1)C1=CC=C(C(=O)OC)C=C1","product"
"US06232290B114","COC1=CC=C(C=C1)C1=CC=C(C(=O)OC)C=C1","product"
"US06232290B115","C(CCCCCCCCC)N1N=CC(=C1)C(=O)OC","product"
"US06232290B116","O(C1=CC=CC=C1)CCCOC1=CC=C(C=C1)C1=CC=C(C(=O)OC)C=C1","product"
"US06232290B118","O(C1=CC=CC=C1)CCCCOC1=CC=C(C=C1)C1=CC=C(C(=O)O)C=C1","product"
"US06232290B119","O(C1=CC=CC=C1)CCCCOC1=CC=C(C=C1)C1=NN=C(S1)C1=CC=C(C(=O)O)C=C1","product"
"US06232290B120","O(C1=CC=CC=C1)CCCCCOC1=CC=C(C=C1)C1=NN=C(S1)C1=CC=C(C(=O)O)C=C1","product"
"US06232290B122","N1(CCCCC1)C1=NC=C(C(=O)OC)C=C1","product"
"US06232290B123","N1(CCCCC1)C1=NC=C(C(=O)NN)C=C1","product"
"US06232290B124","Cl.N1(CCCCC1)C1=CC=C(C=N1)C1=NN=C(S1)C1=CC=C(C(=O)O)C=C1","product"
"US06232290B125","C(CCC)OC1=CC=C(C=C1)C1=CC=C(C(=O)OC)C=C1","product"
"US06232290B126","CC1OC(CN(C1)CCCOC1=CC=C(C=C1)C1=CC=C(C(=O)OC)C=C1)C","product"
